art_id,ann,criteriaID,annotation
237,gpt4-o,Type,1
237,gpt4-o,LedePres,2
237,gpt4-o,NegTarg2,['1']
238,gpt4-o,NegTarg1,1
238,gpt4-o,ArtBias,4
238,gpt4-o,HeadAcc1,4
238,gpt4-o,LedePres,2
238,gpt4-o,SensLang,3
238,gpt4-o,Type,1
238,gpt4-o,NegTarg2,['-1']
239,gpt4-o,Type,1
239,gpt4-o,HeadAcc1,3
239,gpt4-o,SensLang,4
239,gpt4-o,ArtBias,4
239,gpt4-o,NegTarg2,['4']
239,gpt4-o,NegTarg1,1
239,gpt4-o,LedePres,1
240,gpt4-o,NegTarg1,1
240,gpt4-o,NegTarg2,['-1']
240,gpt4-o,Type,1
240,gpt4-o,ArtBias,4
240,gpt4-o,HeadAcc1,4
240,gpt4-o,LedePres,2
240,gpt4-o,SensLang,4
241,gpt4-o,ArtBias,3
241,gpt4-o,HeadAcc1,3
241,gpt4-o,NegTarg1,1
241,gpt4-o,LedePres,1
241,gpt4-o,NegTarg2,['-1']
241,gpt4-o,SensLang,4
241,gpt4-o,Type,1
242,gpt4-o,NegTarg1,1
242,gpt4-o,ArtBias,2
242,gpt4-o,NegTarg2,['1']
242,gpt4-o,SensLang,3
242,gpt4-o,Type,1
242,gpt4-o,HeadAcc1,4
242,gpt4-o,LedePres,1
243,gpt4-o,SensLang,3
243,gpt4-o,NegTarg1,1
243,gpt4-o,ArtBias,3
243,gpt4-o,NegTarg2,['-1']
243,gpt4-o,LedePres,2
243,gpt4-o,Type,1
243,gpt4-o,HeadAcc1,3
244,gpt4-o,HeadAcc1,4
244,gpt4-o,ArtBias,2
244,gpt4-o,NegTarg1,1
244,gpt4-o,Type,1
244,gpt4-o,LedePres,2
244,gpt4-o,NegTarg2,['4']
244,gpt4-o,SensLang,1
245,gpt4-o,HeadAcc1,4
245,gpt4-o,ArtBias,2
245,gpt4-o,NegTarg1,1
245,gpt4-o,LedePres,1
245,gpt4-o,Type,2
245,gpt4-o,NegTarg2,['1']
245,gpt4-o,SensLang,3
246,gpt4-o,Type,1
246,gpt4-o,LedePres,1
246,gpt4-o,HeadAcc1,4
246,gpt4-o,NegTarg1,1
246,gpt4-o,ArtBias,3
246,gpt4-o,NegTarg2,['4']
246,gpt4-o,SensLang,3
247,gpt4-o,NegTarg2,['-1']
247,gpt4-o,NegTarg1,1
247,gpt4-o,LedePres,2
247,gpt4-o,Type,1
247,gpt4-o,SensLang,3
247,gpt4-o,HeadAcc1,4
247,gpt4-o,ArtBias,3
248,gpt4-o,ArtBias,3
248,gpt4-o,HeadAcc1,3
248,gpt4-o,NegTarg1,1
248,gpt4-o,NegTarg2,['2']
248,gpt4-o,Type,3
248,gpt4-o,SensLang,3
248,gpt4-o,LedePres,1
249,gpt4-o,SensLang,4
249,gpt4-o,ArtBias,3
249,gpt4-o,HeadAcc1,4
249,gpt4-o,NegTarg1,1
249,gpt4-o,LedePres,1
249,gpt4-o,NegTarg2,['-1']
249,gpt4-o,Type,1
250,gpt4-o,Type,1
250,gpt4-o,ArtBias,3
250,gpt4-o,HeadAcc1,3
250,gpt4-o,LedePres,2
250,gpt4-o,SensLang,3
250,gpt4-o,NegTarg2,['4']
250,gpt4-o,NegTarg1,1
251,gpt4-o,ArtBias,3
251,gpt4-o,SensLang,3
251,gpt4-o,NegTarg2,['-1']
251,gpt4-o,HeadAcc1,4
251,gpt4-o,Type,2
251,gpt4-o,NegTarg1,1
251,gpt4-o,LedePres,1
252,gpt4-o,NegTarg2,['4']
252,gpt4-o,NegTarg1,1
252,gpt4-o,LedePres,1
252,gpt4-o,ArtBias,4
252,gpt4-o,SensLang,4
252,gpt4-o,Type,1
252,gpt4-o,HeadAcc1,4
253,gpt4-o,LedePres,1
253,gpt4-o,NegTarg1,1
253,gpt4-o,HeadAcc1,2
253,gpt4-o,Type,1
253,gpt4-o,ArtBias,4
253,gpt4-o,NegTarg2,['-1']
253,gpt4-o,SensLang,2
254,gpt4-o,LedePres,2
254,gpt4-o,SensLang,3
254,gpt4-o,ArtBias,3
254,gpt4-o,Type,1
254,gpt4-o,HeadAcc1,4
254,gpt4-o,NegTarg1,1
254,gpt4-o,NegTarg2,['1']
255,gpt4-o,NegTarg1,1
255,gpt4-o,SensLang,4
255,gpt4-o,HeadAcc1,4
255,gpt4-o,ArtBias,4
255,gpt4-o,LedePres,2
255,gpt4-o,Type,1
255,gpt4-o,NegTarg2,['-1']
256,gpt4-o,LedePres,1
256,gpt4-o,NegTarg1,1
256,gpt4-o,NegTarg2,['4']
256,gpt4-o,ArtBias,3
256,gpt4-o,SensLang,3
256,gpt4-o,HeadAcc1,4
256,gpt4-o,Type,2
257,gpt4-o,SensLang,3
257,gpt4-o,NegTarg1,1
257,gpt4-o,ArtBias,3
257,gpt4-o,LedePres,2
257,gpt4-o,NegTarg2,['-1']
257,gpt4-o,Type,1
257,gpt4-o,HeadAcc1,4
258,gpt4-o,ArtBias,4
258,gpt4-o,Type,1
258,gpt4-o,NegTarg2,['4']
258,gpt4-o,HeadAcc1,4
258,gpt4-o,SensLang,3
258,gpt4-o,LedePres,2
258,gpt4-o,NegTarg1,1
259,gpt4-o,SensLang,3
259,gpt4-o,LedePres,2
259,gpt4-o,Type,1
259,gpt4-o,NegTarg2,['-1']
259,gpt4-o,HeadAcc1,4
259,gpt4-o,ArtBias,3
259,gpt4-o,NegTarg1,1
260,gpt4-o,LedePres,1
260,gpt4-o,ArtBias,3
260,gpt4-o,HeadAcc1,4
260,gpt4-o,Type,1
260,gpt4-o,NegTarg1,1
260,gpt4-o,NegTarg2,['4']
260,gpt4-o,SensLang,3
261,gpt4-o,HeadAcc1,4
261,gpt4-o,NegTarg1,1
261,gpt4-o,Type,1
261,gpt4-o,SensLang,3
261,gpt4-o,ArtBias,4
261,gpt4-o,LedePres,2
261,gpt4-o,NegTarg2,['-1']
262,gpt4-o,NegTarg1,1
262,gpt4-o,HeadAcc1,4
262,gpt4-o,Type,1
262,gpt4-o,SensLang,4
262,gpt4-o,NegTarg2,['-1']
262,gpt4-o,ArtBias,4
262,gpt4-o,LedePres,1
263,gpt4-o,HeadAcc1,4
263,gpt4-o,ArtBias,2
263,gpt4-o,Type,1
263,gpt4-o,SensLang,2
263,gpt4-o,NegTarg2,['1']
263,gpt4-o,LedePres,1
263,gpt4-o,NegTarg1,2
265,gpt4-o,LedePres,1
265,gpt4-o,NegTarg1,1
265,gpt4-o,SensLang,3
265,gpt4-o,NegTarg2,['4']
265,gpt4-o,ArtBias,3
265,gpt4-o,Type,1
265,gpt4-o,HeadAcc1,3
266,gpt4-o,SensLang,2
266,gpt4-o,Type,2
266,gpt4-o,HeadAcc1,3
266,gpt4-o,LedePres,1
266,gpt4-o,ArtBias,2
266,gpt4-o,NegTarg2,['4']
266,gpt4-o,NegTarg1,1
267,gpt4-o,SensLang,2
267,gpt4-o,NegTarg1,2
267,gpt4-o,Type,1
267,gpt4-o,ArtBias,1
267,gpt4-o,NegTarg2,"['1', '4']"
267,gpt4-o,HeadAcc1,3
267,gpt4-o,LedePres,1
268,gpt4-o,NegTarg2,['-1']
268,gpt4-o,HeadAcc1,3
268,gpt4-o,Type,1
268,gpt4-o,SensLang,2
268,gpt4-o,ArtBias,3
268,gpt4-o,NegTarg1,1
268,gpt4-o,LedePres,1
269,gpt4-o,Type,1
269,gpt4-o,ArtBias,3
269,gpt4-o,LedePres,2
269,gpt4-o,NegTarg1,1
269,gpt4-o,NegTarg2,['4']
269,gpt4-o,SensLang,3
269,gpt4-o,HeadAcc1,3
270,gpt4-o,NegTarg1,1
270,gpt4-o,NegTarg2,['-1']
270,gpt4-o,LedePres,1
270,gpt4-o,ArtBias,4
270,gpt4-o,Type,2
270,gpt4-o,SensLang,3
270,gpt4-o,HeadAcc1,3
271,gpt4-o,NegTarg2,['-1']
271,gpt4-o,LedePres,1
271,gpt4-o,NegTarg1,1
271,gpt4-o,SensLang,4
271,gpt4-o,Type,2
271,gpt4-o,HeadAcc1,3
271,gpt4-o,ArtBias,3
272,gpt4-o,NegTarg2,['4']
272,gpt4-o,NegTarg1,2
272,gpt4-o,LedePres,1
272,gpt4-o,ArtBias,1
272,gpt4-o,HeadAcc1,3
272,gpt4-o,Type,2
272,gpt4-o,SensLang,1
273,gpt4-o,LedePres,1
273,gpt4-o,NegTarg1,1
273,gpt4-o,HeadAcc1,4
273,gpt4-o,Type,1
273,gpt4-o,NegTarg2,['1']
273,gpt4-o,SensLang,3
273,gpt4-o,ArtBias,3
274,gpt4-o,ArtBias,3
274,gpt4-o,HeadAcc1,4
274,gpt4-o,LedePres,1
274,gpt4-o,NegTarg2,['1']
274,gpt4-o,SensLang,3
274,gpt4-o,Type,1
274,gpt4-o,NegTarg1,1
275,gpt4-o,ArtBias,3
275,gpt4-o,HeadAcc1,4
275,gpt4-o,LedePres,1
275,gpt4-o,Type,1
275,gpt4-o,SensLang,4
275,gpt4-o,NegTarg2,['-1']
275,gpt4-o,NegTarg1,1
276,gpt4-o,SensLang,1
276,gpt4-o,NegTarg2,['1']
276,gpt4-o,LedePres,1
276,gpt4-o,NegTarg1,2
276,gpt4-o,HeadAcc1,4
276,gpt4-o,ArtBias,1
276,gpt4-o,Type,2
277,gpt4-o,LedePres,1
277,gpt4-o,HeadAcc1,3
277,gpt4-o,ArtBias,3
277,gpt4-o,NegTarg1,1
277,gpt4-o,NegTarg2,['4']
277,gpt4-o,SensLang,3
277,gpt4-o,Type,1
278,gpt4-o,ArtBias,3
278,gpt4-o,SensLang,4
278,gpt4-o,Type,1
278,gpt4-o,LedePres,2
278,gpt4-o,HeadAcc1,4
278,gpt4-o,NegTarg2,['-1']
278,gpt4-o,NegTarg1,1
279,gpt4-o,HeadAcc1,4
279,gpt4-o,ArtBias,3
279,gpt4-o,SensLang,3
279,gpt4-o,NegTarg2,['1']
279,gpt4-o,LedePres,1
279,gpt4-o,NegTarg1,1
279,gpt4-o,Type,1
280,gpt4-o,NegTarg1,1
280,gpt4-o,NegTarg2,['-1']
280,gpt4-o,SensLang,3
280,gpt4-o,LedePres,2
280,gpt4-o,ArtBias,3
280,gpt4-o,Type,1
280,gpt4-o,HeadAcc1,4
281,gpt4-o,NegTarg1,1
281,gpt4-o,NegTarg2,['4']
281,gpt4-o,SensLang,3
281,gpt4-o,ArtBias,3
281,gpt4-o,Type,2
281,gpt4-o,HeadAcc1,4
281,gpt4-o,LedePres,1
282,gpt4-o,ArtBias,2
282,gpt4-o,HeadAcc1,4
282,gpt4-o,SensLang,2
282,gpt4-o,NegTarg1,1
282,gpt4-o,LedePres,1
282,gpt4-o,NegTarg2,['1']
282,gpt4-o,Type,1
283,gpt4-o,NegTarg2,['1']
283,gpt4-o,NegTarg1,1
283,gpt4-o,Type,1
283,gpt4-o,SensLang,2
283,gpt4-o,HeadAcc1,4
283,gpt4-o,LedePres,1
283,gpt4-o,ArtBias,2
284,gpt4-o,ArtBias,3
284,gpt4-o,HeadAcc1,4
284,gpt4-o,NegTarg1,1
284,gpt4-o,NegTarg2,['2']
284,gpt4-o,Type,1
284,gpt4-o,SensLang,3
284,gpt4-o,LedePres,2
285,gpt4-o,HeadAcc1,3
285,gpt4-o,NegTarg2,['4']
285,gpt4-o,NegTarg1,1
285,gpt4-o,Type,1
285,gpt4-o,ArtBias,3
285,gpt4-o,LedePres,2
285,gpt4-o,SensLang,3
286,gpt4-o,Type,1
286,gpt4-o,ArtBias,3
286,gpt4-o,HeadAcc1,4
286,gpt4-o,LedePres,2
286,gpt4-o,NegTarg1,1
286,gpt4-o,NegTarg2,['2']
286,gpt4-o,SensLang,3
287,gpt4-o,Type,2
287,gpt4-o,SensLang,1
287,gpt4-o,NegTarg2,['1']
287,gpt4-o,NegTarg1,2
287,gpt4-o,ArtBias,1
287,gpt4-o,HeadAcc1,3
287,gpt4-o,LedePres,1
288,gpt4-o,SensLang,3
288,gpt4-o,Type,1
288,gpt4-o,NegTarg2,['4']
288,gpt4-o,HeadAcc1,4
288,gpt4-o,ArtBias,4
288,gpt4-o,LedePres,2
288,gpt4-o,NegTarg1,1
289,gpt4-o,ArtBias,4
289,gpt4-o,Type,1
289,gpt4-o,NegTarg2,['4']
289,gpt4-o,SensLang,3
289,gpt4-o,HeadAcc1,4
289,gpt4-o,LedePres,2
289,gpt4-o,NegTarg1,1
290,gpt4-o,SensLang,3
290,gpt4-o,Type,1
290,gpt4-o,NegTarg2,['-1']
290,gpt4-o,NegTarg1,1
290,gpt4-o,ArtBias,3
290,gpt4-o,LedePres,1
290,gpt4-o,HeadAcc1,4
291,gpt4-o,ArtBias,3
291,gpt4-o,HeadAcc1,4
291,gpt4-o,Type,1
291,gpt4-o,LedePres,1
291,gpt4-o,NegTarg1,1
291,gpt4-o,NegTarg2,['-1']
291,gpt4-o,SensLang,2
292,gpt4-o,LedePres,1
292,gpt4-o,ArtBias,3
292,gpt4-o,HeadAcc1,4
292,gpt4-o,NegTarg2,['1']
292,gpt4-o,NegTarg1,1
292,gpt4-o,SensLang,3
292,gpt4-o,Type,1
293,gpt4-o,NegTarg2,['4']
293,gpt4-o,Type,1
293,gpt4-o,SensLang,4
293,gpt4-o,NegTarg1,1
293,gpt4-o,LedePres,1
293,gpt4-o,HeadAcc1,3
293,gpt4-o,ArtBias,4
294,gpt4-o,HeadAcc1,3
294,gpt4-o,ArtBias,4
294,gpt4-o,SensLang,4
294,gpt4-o,NegTarg2,['-1']
294,gpt4-o,Type,1
294,gpt4-o,LedePres,2
294,gpt4-o,NegTarg1,1
295,gpt4-o,Type,1
295,gpt4-o,SensLang,2
295,gpt4-o,ArtBias,2
295,gpt4-o,NegTarg2,['1']
295,gpt4-o,HeadAcc1,2
295,gpt4-o,LedePres,1
295,gpt4-o,NegTarg1,1
296,gpt4-o,Type,1
296,gpt4-o,NegTarg1,2
296,gpt4-o,LedePres,1
296,gpt4-o,HeadAcc1,3
296,gpt4-o,ArtBias,3
296,gpt4-o,NegTarg2,['1']
296,gpt4-o,SensLang,3
297,gpt4-o,HeadAcc1,4
297,gpt4-o,SensLang,3
297,gpt4-o,LedePres,1
297,gpt4-o,ArtBias,2
297,gpt4-o,NegTarg2,['1']
297,gpt4-o,Type,1
297,gpt4-o,NegTarg1,1
298,gpt4-o,NegTarg2,['4']
298,gpt4-o,ArtBias,4
298,gpt4-o,Type,1
298,gpt4-o,SensLang,4
298,gpt4-o,LedePres,2
298,gpt4-o,HeadAcc1,4
298,gpt4-o,NegTarg1,1
299,gpt4-o,ArtBias,4
299,gpt4-o,HeadAcc1,4
299,gpt4-o,NegTarg2,['4']
299,gpt4-o,Type,1
299,gpt4-o,SensLang,4
299,gpt4-o,LedePres,1
299,gpt4-o,NegTarg1,1
300,gpt4-o,HeadAcc1,2
300,gpt4-o,LedePres,1
300,gpt4-o,NegTarg2,['1']
300,gpt4-o,NegTarg1,1
300,gpt4-o,ArtBias,3
300,gpt4-o,SensLang,3
300,gpt4-o,Type,1
301,gpt4-o,HeadAcc1,4
301,gpt4-o,ArtBias,3
301,gpt4-o,NegTarg1,1
301,gpt4-o,LedePres,1
301,gpt4-o,SensLang,3
301,gpt4-o,NegTarg2,['-1']
301,gpt4-o,Type,3
302,gpt4-o,HeadAcc1,3
302,gpt4-o,NegTarg1,1
302,gpt4-o,LedePres,1
302,gpt4-o,NegTarg2,['1']
302,gpt4-o,Type,1
302,gpt4-o,ArtBias,3
302,gpt4-o,SensLang,3
303,gpt4-o,ArtBias,2
303,gpt4-o,HeadAcc1,4
303,gpt4-o,LedePres,1
303,gpt4-o,NegTarg1,1
303,gpt4-o,SensLang,3
303,gpt4-o,NegTarg2,['1']
303,gpt4-o,Type,2
304,gpt4-o,ArtBias,1
304,gpt4-o,NegTarg2,['1']
304,gpt4-o,SensLang,1
304,gpt4-o,Type,1
304,gpt4-o,NegTarg1,2
304,gpt4-o,LedePres,1
304,gpt4-o,HeadAcc1,3
305,gpt4-o,HeadAcc1,4
305,gpt4-o,NegTarg2,['-1']
305,gpt4-o,ArtBias,3
305,gpt4-o,LedePres,1
305,gpt4-o,NegTarg1,1
305,gpt4-o,Type,5
305,gpt4-o,SensLang,3
306,gpt4-o,SensLang,4
306,gpt4-o,HeadAcc1,4
306,gpt4-o,Type,1
306,gpt4-o,LedePres,1
306,gpt4-o,NegTarg1,1
306,gpt4-o,ArtBias,4
306,gpt4-o,NegTarg2,['4']
307,gpt4-o,Type,1
307,gpt4-o,HeadAcc1,4
307,gpt4-o,ArtBias,1
307,gpt4-o,NegTarg1,2
307,gpt4-o,LedePres,1
307,gpt4-o,NegTarg2,['1']
307,gpt4-o,SensLang,2
308,gpt4-o,HeadAcc1,4
308,gpt4-o,Type,1
308,gpt4-o,LedePres,2
308,gpt4-o,SensLang,3
308,gpt4-o,NegTarg1,1
308,gpt4-o,ArtBias,4
308,gpt4-o,NegTarg2,['-1']
309,gpt4-o,NegTarg1,1
309,gpt4-o,NegTarg2,['-1']
309,gpt4-o,ArtBias,4
309,gpt4-o,LedePres,2
309,gpt4-o,Type,1
309,gpt4-o,SensLang,4
309,gpt4-o,HeadAcc1,4
310,gpt4-o,ArtBias,3
310,gpt4-o,HeadAcc1,3
310,gpt4-o,LedePres,1
310,gpt4-o,NegTarg2,['1']
310,gpt4-o,Type,1
310,gpt4-o,NegTarg1,1
310,gpt4-o,SensLang,3
311,gpt4-o,Type,5
311,gpt4-o,SensLang,3
311,gpt4-o,HeadAcc1,2
311,gpt4-o,NegTarg2,['4']
311,gpt4-o,ArtBias,2
311,gpt4-o,NegTarg1,1
311,gpt4-o,LedePres,1
312,gpt4-o,NegTarg2,['1']
312,gpt4-o,NegTarg1,2
312,gpt4-o,SensLang,2
312,gpt4-o,Type,1
312,gpt4-o,ArtBias,3
312,gpt4-o,LedePres,1
312,gpt4-o,HeadAcc1,3
313,gpt4-o,ArtBias,1
313,gpt4-o,LedePres,1
313,gpt4-o,HeadAcc1,4
313,gpt4-o,SensLang,1
313,gpt4-o,NegTarg2,"['1', '3']"
313,gpt4-o,Type,1
313,gpt4-o,NegTarg1,2
314,gpt4-o,LedePres,1
314,gpt4-o,HeadAcc1,4
314,gpt4-o,ArtBias,3
314,gpt4-o,Type,1
314,gpt4-o,NegTarg1,1
314,gpt4-o,NegTarg2,['-1']
314,gpt4-o,SensLang,3
315,gpt4-o,NegTarg2,['-1']
315,gpt4-o,ArtBias,4
315,gpt4-o,SensLang,4
315,gpt4-o,Type,1
315,gpt4-o,HeadAcc1,4
315,gpt4-o,LedePres,2
315,gpt4-o,NegTarg1,1
317,gpt4-o,HeadAcc1,3
317,gpt4-o,ArtBias,1
317,gpt4-o,NegTarg2,['1']
317,gpt4-o,SensLang,2
317,gpt4-o,LedePres,1
317,gpt4-o,NegTarg1,2
317,gpt4-o,Type,1
318,gpt4-o,LedePres,2
318,gpt4-o,ArtBias,4
318,gpt4-o,Type,1
318,gpt4-o,HeadAcc1,4
318,gpt4-o,NegTarg2,['4']
318,gpt4-o,NegTarg1,1
318,gpt4-o,SensLang,4
319,gpt4-o,HeadAcc1,4
319,gpt4-o,NegTarg1,1
319,gpt4-o,SensLang,3
319,gpt4-o,Type,1
319,gpt4-o,NegTarg2,['1']
319,gpt4-o,LedePres,2
319,gpt4-o,ArtBias,3
320,gpt4-o,ArtBias,3
320,gpt4-o,HeadAcc1,4
320,gpt4-o,NegTarg2,['-1']
320,gpt4-o,Type,1
320,gpt4-o,SensLang,3
320,gpt4-o,LedePres,2
320,gpt4-o,NegTarg1,1
321,gpt4-o,Type,1
321,gpt4-o,LedePres,2
321,gpt4-o,HeadAcc1,4
321,gpt4-o,NegTarg1,1
321,gpt4-o,ArtBias,3
321,gpt4-o,SensLang,3
321,gpt4-o,NegTarg2,['-1']
322,gpt4-o,HeadAcc1,3
322,gpt4-o,LedePres,1
322,gpt4-o,ArtBias,3
322,gpt4-o,NegTarg1,1
322,gpt4-o,Type,1
322,gpt4-o,SensLang,3
323,gpt4-o,ArtBias,3
323,gpt4-o,NegTarg2,['4']
323,gpt4-o,LedePres,1
323,gpt4-o,HeadAcc1,4
323,gpt4-o,NegTarg1,1
323,gpt4-o,Type,1
323,gpt4-o,SensLang,2
324,gpt4-o,LedePres,1
324,gpt4-o,HeadAcc1,3
324,gpt4-o,ArtBias,1
324,gpt4-o,NegTarg1,2
324,gpt4-o,SensLang,1
324,gpt4-o,NegTarg2,['1']
324,gpt4-o,Type,2
325,gpt4-o,LedePres,2
325,gpt4-o,SensLang,4
325,gpt4-o,NegTarg2,['4']
325,gpt4-o,ArtBias,4
325,gpt4-o,HeadAcc1,4
325,gpt4-o,NegTarg1,1
325,gpt4-o,Type,1
326,gpt4-o,ArtBias,3
326,gpt4-o,HeadAcc1,4
326,gpt4-o,NegTarg1,1
326,gpt4-o,LedePres,2
326,gpt4-o,NegTarg2,['-1']
326,gpt4-o,SensLang,3
326,gpt4-o,Type,1
327,gpt4-o,NegTarg1,2
327,gpt4-o,NegTarg2,['1']
327,gpt4-o,SensLang,1
327,gpt4-o,Type,2
327,gpt4-o,ArtBias,1
327,gpt4-o,HeadAcc1,3
327,gpt4-o,LedePres,1
328,gpt4-o,NegTarg1,1
328,gpt4-o,SensLang,4
328,gpt4-o,Type,1
328,gpt4-o,LedePres,2
328,gpt4-o,NegTarg2,['4']
328,gpt4-o,HeadAcc1,4
328,gpt4-o,ArtBias,4
329,gpt4-o,LedePres,1
329,gpt4-o,NegTarg2,['4']
329,gpt4-o,ArtBias,4
329,gpt4-o,NegTarg1,1
329,gpt4-o,Type,1
329,gpt4-o,SensLang,4
329,gpt4-o,HeadAcc1,4
330,gpt4-o,HeadAcc1,4
330,gpt4-o,NegTarg2,['1']
330,gpt4-o,LedePres,2
330,gpt4-o,ArtBias,3
330,gpt4-o,SensLang,3
330,gpt4-o,Type,1
330,gpt4-o,NegTarg1,1
331,gpt4-o,HeadAcc1,3
331,gpt4-o,NegTarg1,2
331,gpt4-o,SensLang,2
331,gpt4-o,ArtBias,1
331,gpt4-o,NegTarg2,['1']
331,gpt4-o,LedePres,1
331,gpt4-o,Type,1
332,gpt4-o,NegTarg1,1
332,gpt4-o,Type,1
332,gpt4-o,SensLang,3
332,gpt4-o,NegTarg2,['1']
332,gpt4-o,HeadAcc1,3
332,gpt4-o,LedePres,1
332,gpt4-o,ArtBias,3
333,gpt4-o,ArtBias,3
333,gpt4-o,HeadAcc1,1
333,gpt4-o,Type,5
333,gpt4-o,NegTarg2,['-1']
333,gpt4-o,NegTarg1,1
333,gpt4-o,LedePres,1
333,gpt4-o,SensLang,2
334,gpt4-o,NegTarg1,1
334,gpt4-o,NegTarg2,['-1']
334,gpt4-o,ArtBias,4
334,gpt4-o,LedePres,1
334,gpt4-o,SensLang,4
334,gpt4-o,Type,1
334,gpt4-o,HeadAcc1,4
335,gpt4-o,NegTarg1,1
335,gpt4-o,LedePres,1
335,gpt4-o,NegTarg2,['4']
335,gpt4-o,ArtBias,3
335,gpt4-o,Type,1
335,gpt4-o,SensLang,3
335,gpt4-o,HeadAcc1,3
336,gpt4-o,SensLang,3
336,gpt4-o,LedePres,2
336,gpt4-o,HeadAcc1,4
336,gpt4-o,Type,1
336,gpt4-o,ArtBias,4
336,gpt4-o,NegTarg1,1
336,gpt4-o,NegTarg2,['-1']
337,gpt4-o,ArtBias,2
337,gpt4-o,Type,2
337,gpt4-o,LedePres,1
337,gpt4-o,SensLang,3
337,gpt4-o,NegTarg1,1
337,gpt4-o,HeadAcc1,3
337,gpt4-o,NegTarg2,['-1']
338,gpt4-o,HeadAcc1,4
338,gpt4-o,Type,1
338,gpt4-o,NegTarg2,['-1']
338,gpt4-o,LedePres,1
338,gpt4-o,SensLang,4
338,gpt4-o,NegTarg1,1
338,gpt4-o,ArtBias,3
339,gpt4-o,HeadAcc1,3
339,gpt4-o,ArtBias,4
339,gpt4-o,NegTarg2,['-1']
339,gpt4-o,SensLang,4
339,gpt4-o,Type,1
339,gpt4-o,LedePres,2
339,gpt4-o,NegTarg1,1
340,gpt4-o,NegTarg1,1
340,gpt4-o,LedePres,1
340,gpt4-o,SensLang,3
340,gpt4-o,Type,1
340,gpt4-o,HeadAcc1,3
340,gpt4-o,ArtBias,3
340,gpt4-o,NegTarg2,['1']
341,gpt4-o,LedePres,2
341,gpt4-o,SensLang,4
341,gpt4-o,NegTarg2,['-1']
341,gpt4-o,Type,1
341,gpt4-o,NegTarg1,1
341,gpt4-o,HeadAcc1,4
341,gpt4-o,ArtBias,4
342,gpt4-o,HeadAcc1,4
342,gpt4-o,ArtBias,4
342,gpt4-o,SensLang,4
342,gpt4-o,Type,1
342,gpt4-o,NegTarg2,['-1']
342,gpt4-o,NegTarg1,1
342,gpt4-o,LedePres,2
343,gpt4-o,HeadAcc1,4
343,gpt4-o,ArtBias,4
343,gpt4-o,LedePres,2
343,gpt4-o,NegTarg1,1
343,gpt4-o,SensLang,3
343,gpt4-o,NegTarg2,['-1']
343,gpt4-o,Type,1
344,gpt4-o,LedePres,2
344,gpt4-o,ArtBias,3
344,gpt4-o,HeadAcc1,4
344,gpt4-o,SensLang,3
344,gpt4-o,Type,1
344,gpt4-o,NegTarg2,['1']
344,gpt4-o,NegTarg1,1
345,gpt4-o,SensLang,3
345,gpt4-o,NegTarg2,['1']
345,gpt4-o,Type,1
345,gpt4-o,LedePres,1
345,gpt4-o,NegTarg1,1
345,gpt4-o,ArtBias,3
345,gpt4-o,HeadAcc1,3
346,gpt4-o,SensLang,2
346,gpt4-o,LedePres,1
346,gpt4-o,ArtBias,2
346,gpt4-o,NegTarg2,['1']
346,gpt4-o,NegTarg1,2
346,gpt4-o,HeadAcc1,3
346,gpt4-o,Type,1
347,gpt4-o,ArtBias,4
347,gpt4-o,LedePres,2
347,gpt4-o,NegTarg1,1
347,gpt4-o,HeadAcc1,4
347,gpt4-o,Type,1
347,gpt4-o,SensLang,3
347,gpt4-o,NegTarg2,['4']
348,gpt4-o,NegTarg1,1
348,gpt4-o,Type,1
348,gpt4-o,ArtBias,3
348,gpt4-o,LedePres,1
348,gpt4-o,HeadAcc1,3
348,gpt4-o,SensLang,4
348,gpt4-o,NegTarg2,['-1']
349,gpt4-o,HeadAcc1,2
349,gpt4-o,NegTarg2,['1']
349,gpt4-o,LedePres,1
349,gpt4-o,ArtBias,1
349,gpt4-o,Type,2
349,gpt4-o,NegTarg1,2
349,gpt4-o,SensLang,2
350,gpt4-o,HeadAcc1,4
350,gpt4-o,LedePres,2
350,gpt4-o,Type,1
350,gpt4-o,SensLang,3
350,gpt4-o,NegTarg1,2
350,gpt4-o,NegTarg2,['4']
350,gpt4-o,ArtBias,3
351,gpt4-o,NegTarg1,1
351,gpt4-o,HeadAcc1,3
351,gpt4-o,LedePres,1
351,gpt4-o,ArtBias,4
351,gpt4-o,Type,1
351,gpt4-o,SensLang,4
351,gpt4-o,NegTarg2,['-1']
352,gpt4-o,NegTarg2,['1']
352,gpt4-o,SensLang,3
352,gpt4-o,NegTarg1,1
352,gpt4-o,LedePres,1
352,gpt4-o,Type,2
352,gpt4-o,ArtBias,3
352,gpt4-o,HeadAcc1,3
